review_id,data,facility_id,facility_type,province,room,service,location,price,food_and_beverage,amenities,cleanliness,transportation,policy,others
6875,phòng họp đẹp,windsor,hotel,ho_chi_minh,2,0,0,0,0,0,0,0,0,2
51,công ty lg khách sạn vui nhân viên nhiệt tình chụp ảnh giúp đồ ăn sáng ổn dịch vụ ổn giá tương đối phòng sạch sẽ gọn gàng đi biển đi bộ nhìn chung tốt,au_lac_legend,hotel,ho_chi_minh,1,1,0,1,1,0,2,0,0,1
6137,khách sạn tệ hại trung tâm thành phố hồ chí minh lễ tân bảo vệ ăn nói mất dạy hỗ trợ xe đón khách bom phòng,sofitel,hotel,ho_chi_minh,0,-1,0,0,0,0,0,0,0,-1
3657,cảm ơn nhân viên thắng phương phú đăng đồ ăn ngon phục vụ ân cần không gian ấm cúng,nikko_sai_gon,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
6919,nhà hàng ok buffet tạm ổn,windsor,hotel,ho_chi_minh,0,0,0,0,2,0,0,0,0,2
2498,thật nói nhà vệ sinh tài xế kém hôi dơ tối không tôn trọng tài xế,jw_marriott,hotel,ho_chi_minh,0,-2,0,0,0,0,-2,0,0,0
7802,kỹ thuật viên ngọc an khu massage thư giãn tay nghề tốt trải nghiệm,angsana,resort,ho_chi_minh,0,2,0,0,0,2,0,0,0,2
12619,vị trí đẹp ngay trung tâm bãi trước chuyên nghiệp thức ăn ngon giá cả phải chăng,rex,hotel,ho_chi_minh,0,2,2,1,2,0,0,0,0,0
15504,bạn tín phòng sales đã hỗ trợ tôi book phòng nhanh chóng và giải quyết mọi trục trặc rất hiệu quả cảm ơn tín vì dịch vụ tuyệt vời,ibis_airport,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
19817,đêm trải nghiệm tốt nhân viên nữ đeo kính sảnh thân thiện tốt bụng thời gian thử bữa sáng lộn xộn vị trí đi bộ mcdonald bản đồ phút đi bộ quay lại đường lớn băng qua đông xe đường trở khách sạn tiệm bánh bao mở cửa đi bộ quán cà phê katinat quán cà phê nổi tiếng việt nam,wink,hotel,ho_chi_minh,0,2,-1,0,-1,0,0,0,0,0
12297,không gian phòng sang trọng view đẹp thoải mái đi đôi chi phí đắt xếp hàng đợi check in lâu đi đúng lễ khách đông,pullman,hotel,ho_chi_minh,2,-1,0,-1,0,0,0,0,0,-1
9055,hải sản tươi ngon giá không mắc ăn uống bãi tắm dơ mua hải sản chế biến khu resort giá bình dân chơi tắm vệ sinh đẹp hải sản tươi ngon nhiều loại giá không cao phù hợp đông người ăn nhiều món mua chế biến tại chỗ kg 20k-30k/món tôm mắc cua ghẹ giá ổn món trả giá 10k-40k cá tươi không tanh sò ốc sống mở miệng khỏe dạo trả giá chỗ tươi mua giá mắc vài chục không đáng ăn ngon không tin bà bán tự lựa chọn hải sản bãi biển công cộng hàng chợ hải sản không tắm bờ biển dài đẹp bãi tắm không vực sâu tắm thoải mái thuê ghế bố bàn nước ngọt tắm nhà vệ sinh mất tiền chi phí thuê ghế bàn nước ngọt tắm vệ sinh gần bằng vé resort cân nhắc resort mua hải sản chế biến tìm resort ăn uống tắm biển vé bãi tắm nước ngọt vệ sinh thoải mái dạo cảnh resort check in chụp hình an toàn bãi tắm công cộng,hotram_beach_boutique,resort,ho_chi_minh,0,0,2,1,2,0,0,0,0,2
7403,dịch vụ tuyệt vời nhân viên nhiệt tình nhà hàng đạt chuẩn sao phòng sạch tinh tươm,des_art,hotel,ho_chi_minh,2,2,0,0,2,0,2,0,0,2
9801,dịch vụ tốt nhân viên nhiệt tình phòng sạch sẽ,imperial,resort,ho_chi_minh,2,2,0,0,0,0,2,0,0,2
10864,melia hồ tràm beach resort trải nghiệm nghỉ dưỡng tốt phòng nghỉ rộng rãi đẹp trang bị tiện nghi đội ngũ nhân viên nhiệt tình vui vẻ sẵn sàng hỗ trợ di chuyển khu vực resort thuận tiện nhanh chóng xe điện phòng lounge resort thức uống phong phú sạch khu vực tắm biển tắm nước ngọt đẹp hoạt động giải trí phong phú điểm trừ buffet sáng khu vực lấy đồ ăn ngoài trời ruồi khủng khiếp bay đậu khắp người đồ ăn mất vệ sinh cảm ơn đội ngũ nhân viên niềm nở lắng nghe hỗ trợ nhiệt tình chuyến nghỉ dưỡng cuối tuần gia đình đáng nhớ,melia,resort,ho_chi_minh,2,2,2,0,-2,1,2,1,0,2
12342,khách sạn năm sao tập đoàn accor vị trí đẹp tiện đi lại gần biển chỗ đậu xe rộng rãi an toàn phòng thiết kế đẹp tiện nghi sạch sẽ buffet sáng ngon nhiều món chỗ ngồi rộng thoáng nhân viên thân thiện chuyên nghiệp,pullman,hotel,ho_chi_minh,2,2,1,0,2,0,2,0,0,0
8307,đáng trải nghiệm khách sạn trồng hoa tỉ mỉ chăm chút góc tiện ích khu vui chơi trẻ em chuồng thỏ vườn rau khu vui chơi trẻ em hồ bơi trẻ em khu cá ăn thích hợp gia đình nghỉ dưỡng thư giãn nhẹ nhàng nhân viên thân thiện chuyên nghiệp quay dịp,camelia,resort,ho_chi_minh,0,2,1,0,0,2,0,0,0,2
19063,chỗ ăn trưa văn phòng lý tưởng phần,muong_thanh_grand,hotel,ho_chi_minh,0,0,0,2,2,0,0,0,0,0
8562,villa đẹp đại gia đình khoảnh khắc thư giãn vui vẻ hồ bơi đẹp riêng tư ban đầu ngại bấm 0 yêu cầu dịch vụ nhân viên nhiệt tình nhanh chóng đáp ứng yêu cầu khách món ăn nhà hàng ngon buffet sáng đa dạng,Fleur de Lys,resort,ho_chi_minh,2,2,0,0,2,2,0,0,0,2
6813,hầm xe nhân viên phục vụ bảo vệ tính kỳ,windsor,hotel,ho_chi_minh,0,2,0,0,0,0,0,-1,0,-1
4606,vợ chồng quyết định chọn pullman kỳ nghỉ gia đình hài lòng bạn nhân viên lounge phú manager phương uyên bảo welcome back vợ chồng đãi ngộ tốt thái độ phục vụ dễ thương tiếp tục quay trở lại thời gian tới,pullman,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
16974,khách sạn continental sài gòn nằm gần các địa danh nổi tiếng như nhà hát thành phố nhà thờ đức bà và bưu điện trung tâm khách sạn mang phong cách kiến trúc cổ điển pháp với những chi tiết trang trí tinh xảo ban công rộng thoáng và không gian nội thất sang trọng cổ kính được xây dựng vào năm 1880 hotel continental sài gòn là khách sạn đầu tiên tại sài gòn khách sạn gắn liền với lịch sử thuộc địa pháp và từng là nơi gặp gỡ của nhiều nhân vật nổi tiếng nhà báo và nhà văn,continental,hotel,ho_chi_minh,0,0,2,0,0,0,0,0,0,1
4000,ấn tượng không tốt khách sạn trú mưa nhân viên bảo vệ đuổi mưa lớn khách sạn không khách,novotel_sai_gon,hotel,ho_chi_minh,0,-1,0,0,0,0,0,0,0,-1
6144,gia đình tiếp đón nhiệt tình cảm ơn đội ngũ khách sạn,sofitel,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
8863,nhân viên thân thiện hỗ trợ nhiệt tình bãi biển thoáng mát sạch vắng người không gian thư giãn gia đình nhóm bạn chill cuối tuần đồ ăn nhà hàng ngon giá hợp lý hài lòng quay lại,hotram_beach_boutique,resort,ho_chi_minh,0,2,2,0,2,0,2,0,0,2
2087,đúng 5 sao khách trung tâm tiện lợi đồ ăn ngon khỏi nói ngon,lotte,hotel,ho_chi_minh,0,0,2,0,2,0,0,0,0,2
5515,tổ chức sự kiện an ninh tốt nhân viên dễ thương,rex,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
16918,đẹp quá đẹp và sang,caravelle,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,1
2590,sang trọng thức ăn ngon nhiều bàn tiệc cưới,jw_marriott,hotel,ho_chi_minh,0,0,0,0,2,0,0,0,0,2
15503,lên ăn buffet new year đồ ăn ok view đẹp thoáng các bạn nhân viên phục vụ tận tình lắm hay để ý để dọn đĩa giúp và hỏi thăm mình cần hỗ trợ gì ấn tượng với bạn như luôn tươi cười niềm nở take care khách chu đáo,ibis_airport,hotel,ho_chi_minh,0,2,2,0,2,0,0,0,0,2
5231,khách sạn pha kiến trúc phương đông phương tây nhà vệ sinh sạch sẽ view vị trí đẹp,rex,hotel,ho_chi_minh,0,0,2,0,0,0,2,0,0,2
19306,viên ngọc quý giữa lòng thành phố hồ chí minh thật tuyệt vời khi chọn m village lê thánh tôn cho kỳ nghỉ của chúng tôi ngay từ lần đầu tiên tiếp xúc đội ngũ nhân viên đã chào đón chúng tôi nồng nhiệt với sự quan tâm chân thành và nụ cười thường trực sự tận tâm và chu đáo của họ đã in đậm dấu ấn trong suốt kỳ nghỉ của tôi từ đầu đến cuối căn phòng thật sự tuyệt vời rộng rãi được trang trí trang nhã kết hợp giữa hiện đại và ấm áp cùng sự sạch sẽ hoàn hảo chiếc giường êm ái mang đến cho chúng tôi những đêm nghỉ ngơi yên bình trong khi những chi tiết tinh tế được sắp xếp khéo léo càng củng cố thêm cảm giác thư thái tuyệt đối vị trí là một điểm cộng thực sự ngay trung tâm mọi thứ đều có thể dễ dàng đi bộ hoặc chỉ mất vài phút nhưng điều thực sự tạo nên sự khác biệt chính là sự tận tâm của toàn thể nhân viên luôn nỗ lực để biến mỗi khoảnh khắc trở nên độc đáo sự chu đáo và chuyên nghiệp của họ đã biến kỳ nghỉ của tôi thành một trải nghiệm tuyệt vời nếu bạn đang tìm kiếm một nơi hội tụ sự thanh lịch tiện nghi và lòng hiếu khách thì không đâu khác m village lê thánh tôn chắc chắn là một lựa chọn tuyệt vời một nơi yêu thích mà tôi sẽ không ngần ngại chia sẻ với những người xung quanh,signature_m,hotel,ho_chi_minh,2,2,2,0,0,0,2,0,0,0
16687,đẹp sang phục vụ tận tình nhân viên phục vụ còn đẹp hơn mình haha,caravelle,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,1
10169,trải nghiệm quá hoàn hảo từ cách chào đón đến phục vụ ăn uống trên tuyệt vời xứng đáng với số tiền chúng tôi bỏ ra để thưởng thức phòng view biển rất đẹp hình như phòng của chúng tôi là 604 thiết kế khá nhẹ nhàng chiều tối có thể ra chill chill với lon bia kèm người bạn đời tuy chỉ có công trình kế bên chưa hoàn thiện nên ảnh hưởng đến trải nghiệm của chúng tôi nhưng được a quản lý chia sẽ nên cũng ok còn lại rất tốt bạn tôi rất thích spa ở đây sẽ trở lại lepalmier,le_palmier,resort,ho_chi_minh,2,2,0,2,2,2,0,0,0,1
19358,đây là lần đầu tiên tôi ở khách sạn này mọi thứ đều rất tốt với đội ngũ nhân viên thân thiện và nhiệt tình phòng sạch sẽ và rộng rãi chắc chắn sẽ quay lại khách sạn này lần nữa tích cực,signature_m,hotel,ho_chi_minh,2,2,0,0,0,0,2,0,0,0
4195,món bánh ngon,novotel_sai_gon,hotel,ho_chi_minh,0,0,0,0,2,0,0,0,0,2
11959,hoàn toàn ưng ý nhân viên hỗ trợ nhiệt tình tận tâm đáng bỏ ra,premier_pearl,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
12879,khi du lịch đến với thành phố biển xinh đẹp vũng tàu bạn cần kiếm một khách sạn nghỉ ngơi sang trọng giá cả phải chăng dịch vụ đầy đủ không bị chặt chém thì sammy là một nơi hoàn hảo đáng để bạn lựa chọn khi đến vũng tàu nằm trên đường thùy vân với biểu tượng là con cá ngựa khách sạn sammy đã tồn tại từ lâu gầy dựng từ uy tín chất lượng của khách sạn để khách sạn ngày càng phát triển mạnh mẽ được mọi du khách biết đến khi đến với thành phố biển,sammy,hotel,ho_chi_minh,0,2,2,1,0,2,0,0,0,2
19933,khách sạn tọa lạc tại trung tâm quận một bên trong sang trọng đẹp ngoài ra cũng có buffet bar rất chill có thể cafe bia chill cùng bạn bè cũng rất hợp lý,renaissance,hotel,ho_chi_minh,0,0,2,0,2,0,0,0,0,0
885,2 lối đi cổng giữ xe máy mặt hông cổng chính nhân viên nhiệt tình lưu trú đánh giá tổ chức chương trình ổn,eastin_grand_hotel,hotel,ho_chi_minh,0,2,0,0,0,0,0,2,0,0
1040,trải nghiệm tốt,eastin_grand_hotel,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
14707,khách sạn tuyệt vời,mira,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
4795,vị trí dễ tìm hầm gửi xe thoáng không ngợp mùi xe nhân viên nhiệt tình view đẹp gửi xe chạy xuống tầng chóng mặt tay lái yếu hầm gửi xe nhỏ,pullman,hotel,ho_chi_minh,0,2,2,0,0,0,0,-1,0,2
2446,khách sạn đẹp vị trí thuận lợi 2 mặt giáp đường lớn tiện xe khó khăn vị trí đỗ xe làm việc,jw_marriott,hotel,ho_chi_minh,0,0,2,0,0,0,0,-2,0,2
5512,chỗ chuẩn tiền tận hưởng,rex,hotel,ho_chi_minh,0,0,0,-1,0,0,0,0,0,2
11880,phòng sạch sẽ ok ra vào không được phục vụ nước uống khi chờ trên phòng không được trang bị nước uống,premier_pearl,hotel,ho_chi_minh,2,-2,0,0,0,0,2,0,0,-2
16496,phòng ốc sạch sẽ nội thất sang trọng view nhà hát thành phố,caravelle,hotel,ho_chi_minh,2,0,2,0,0,0,2,0,0,0
19736,giường ngủ thoải mái tầm nhìn từ tầng 11 thật tuyệt vời đội ngũ khách sạn trông trẻ trung và năng động họ rất chu đáo trong mọi việc nhà bếp của khách sạn thật tuyệt vời tôi đã gọi món phở bò wagyu,wink,hotel,ho_chi_minh,2,2,0,0,2,0,0,0,0,0
9465,dịch vụ tốt phòng sạch sẽ bạn hiền lễ tân hỗ trợ khách nhiệt tình,ibis,resort,ho_chi_minh,2,2,0,0,0,0,2,0,0,2
2096,mặt tiền đường tôn đức thắng quận 1 bến bạch đằng nhìn sông sài gòn vị trí đẹp giao thông thuận tiện,lotte,hotel,ho_chi_minh,0,0,2,0,0,0,0,2,0,0
3858,dùng buffet dimsum món ngon đa dạng giá thành hợp lý tiếc phục vụ hơi chậm nhìn chung ổn nhất định quay lại,novotel_sai_gon,hotel,ho_chi_minh,0,0,0,0,2,0,0,0,0,2
18523,buffet tối hải sản ở mai house thật sự rất ngon đồ ăn rất tươi mình mê nhất là tôm hùm phô mai béo ngậy đã gì đâu thank những anh bếp huy sang nhi vỹ,mai_house,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,0
4915,dịch vụ tốt nhân viên tiếp tân chuẩn sao buffet ngon,pullman,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
3478,hài lòng dịch vụ nhà hàng nhân viên chăm sóc tận tình phục vụ thân thiện như khoa linh sơn việt ấn tượng chào đón nhiệt huyết uyên minh duyên đồ ăn tươi ngon ngoài mong đợi chef sơn long hiển offer món ngon,nikko_sai_gon,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
1011,khách sạn lịch sự nhân viên chu đáo,eastin_grand_hotel,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,0
10034,không gian lạnh lẽo sợ ma đồ ăn không ngon dịch vụ không tốt,lan_rung,resort,ho_chi_minh,0,-1,0,0,-2,0,0,0,0,-2
14207,hồ bơi đẹp sạch khuôn viên thoáng rộng rãi,vietsovpetro,resort,ho_chi_minh,0,0,0,0,0,2,2,0,0,2
17665,chuẩn chất không gian meeting,continental,hotel,ho_chi_minh,0,0,0,0,0,1,0,0,0,2
18562,đồ ăn buffet 5 sao chất lượng rất ok nhân viên vy châu chí thiện rất nhiệt tình,mai_house,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,0
8311,cảm ơn carmelina trải nghiệm tuyệt vời khâm phục đội ngũ nhân viên thân thiện nhiệt tình niềm nở chủ resort chào đón khách,camelia,resort,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
9652,thật tuyệt vời đây là địa điểm nghỉ ngơi sau mỗi chuyến tour trải nghiệm với một không gian đậm chất châu âu cổ điển sang trọng cùng với đội ngũ đón tiếp nồng nhiệt,imperial,resort,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
935,phòng sạch sẽ thoáng mát dịch vụ tốt trải nghiệm,eastin_grand_hotel,hotel,ho_chi_minh,2,2,0,0,0,0,2,0,0,0
10649,kì nghỉ tuyệt vời khách sạn đông khách nhân viên chăm sóc khách kỹ phòng mùi tinh dầu dễ chịu rộng sạch sẽ buffet đa dạng ngon sạch sẽ hồ bơi bãi biển riêng đẹp,mecure,resort,ho_chi_minh,2,2,2,0,2,1,2,0,0,2
10685,khách sạn thiết kế phòng cách địa trung hải đẹp ở đêm khu đồi thoải mái yên tĩnh phòng sạch đẹp đồ ăn ngon,mecure,resort,ho_chi_minh,2,0,0,0,2,0,2,0,0,2
18602,thức ăn tươi ngon bạn đông châu châu phục vụ rất nhiệt tình thân thiện sẽ quay lại,mai_house,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,0
1344,khách sạn sang trọng địa thế đẹp sảnh tổ chức tiệc hội nghị rộng rãi,equatorial,hotel,ho_chi_minh,0,0,2,0,0,0,0,0,0,2
5788,vị trí trung tâm thuận tiện nhược lại gửi xe chật chội phòng tách biệt hút thuốc hội lên xuống vòng,sheraton,hotel,ho_chi_minh,0,0,2,0,0,0,0,-1,0,-1
360,"Khách sạn tốt, bữa sáng và phòng như mong đợi/không có gì đặc biệt, nhưng có trà chiều bên hồ bơi vào mỗi giờ ăn trưa với trái cây và đồ ăn nhẹ. Dịch vụ rất tốt, có lựa chọn chờ chuyến bay tại hồ bơi ngay cả sau khi trả phòng, điều này khiến ngày khởi hành thoải mái hơn rất nhiều.",au_lac_legend,hotel,ho_chi_minh,0,2,0,0,2,2,0,0,0,2
8394,gia đình trải nghiệm tốt resort không gian xanh sạch yên tĩnh hoạt động vui chơi bé bé nhà chán đồ ăn ngon hải sản tươi giá mềm sắp xếp thời gian gia đình lần,camelia,resort,ho_chi_minh,0,2,1,1,2,2,2,0,0,2
18661,bạn hằng phục vụ rất tốt bên mình thuê phòng họp gia định tầng quá là oke,mai_house,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
960,khách sạn sạch lịch sự nhân viên nhiệt tình bể bơi nhỏ,eastin_grand_hotel,hotel,ho_chi_minh,0,2,0,0,0,-1,2,0,0,0
18365,rất thân thiện cocktail ngon đồ ăn ngon nhân viên rất thân thiện và am hiểu,landmark,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,0
1149,buồng phòng nhiệt tình thân thiện tươi cười hỏi thăm cần nước cafe phòng đội ngũ khách sạn chuyên nghiệp lý buồng phòng tươi cười nhiệt tình gia đình,equatorial,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,0
2955,breakfast lunch nhà hàng parkview ngon phục vụ tốt benny long khánh,new_world,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
